  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
725645 24022 200501032156 250  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   41   18 1017.4 30.01  776.0 *** ***  0.00 ***** ***** ***** **
725645 24022 200501032256 290   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   39   19 1018.4 30.03  776.6 *** ***  0.00 ***** ***** ***** **
725645 24022 200501032356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   31   18 1019.6 30.03  776.6  43  31  0.00 ***** ***** ***** **
725645 24022 200501040056 160   7 ***  70 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   31   20 1019.4 30.04  776.9 *** ***  0.00 ***** ***** ***** **
725645 24022 200501040156 140  10 ***  70 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   27   11 1020.7 30.04  776.9 *** ***  0.00 ***** ***** ***** **
725645 24022 200501040256 150  10 ***  80 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   27    9 1019.8 30.04  776.9 *** ***  0.00 ***** ***** ***** **
725645 24022 200501040356 150   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   24    8 1019.1 30.02  776.3 *** ***  0.00 ***** ***** ***** **
725645 24022 200501040456 160   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25    9 1016.7 30.01  776.0 *** ***  0.00 ***** ***** ***** **
725645 24022 200501040556 190  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   23    9 1015.5 29.98  775.2  33  19  0.00 ***** ***** ***** **
725645 24022 200501040656 180   9 *** 100 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   26   11 1014.4 29.97  775.0  43  12  0.00 ***** ***** ***** **
725645 24022 200501040659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  43 *** ***** *****  0.00 ***** **
725645 24022 200501040756 160   9 ***  70 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   29   11 1012.2 29.94  774.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501040856 150  22 ***  28 OVC * * *  5.0 ** ** ** ** 71 ** ** ** *   30   17 1011.6 29.94  774.1 *** ***  0.00T***** *****  0.00T**
725645 24022 200501040956 110  16 ***  70 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   29   17 1010.9 29.90  773.0 *** ***  0.00T***** ***** ***** **
725645 24022 200501041056 090  15 ***  70 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   25   16 1011.3 29.88  772.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041156 150   5 ***  43 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   26   15 1012.9 29.90  773.0  32  23  0.00  0.00T***** ***** **
725645 24022 200501041256 140   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   22   16 1013.0 29.88  772.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041356 150  21  28   4 OVC * * *  7.0 ** ** ** ** ** ** ** ** *   21   19 1014.2 29.88  772.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041456 140  20 ***   2 OVC * * *  0.8 ** ** ** ** 10 ** ** ** *   19   18 1014.1 29.87  772.2 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041556 150  29  36   2 OVC * * *  8.0 ** ** ** ** ** ** ** ** *   19   18 1014.7 29.87  772.2 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041656 140  28 ***   6 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   17   15 1016.6 29.91  773.3 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041756 150  26  32  34 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   19   13 1015.8 29.89  772.8  26  17  0.00 ***** ***** ***** **
725645 24022 200501041856 150  26  32  12 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   16   11 1014.5 29.86  772.0 *** ***  0.00 ***** ***** ***** **
725645 24022 200501041956 140  20 ***  26 OVC * * * 10.0 ** ** ** ** 41 40 ** ** *   17    9 1013.3 29.84  771.4 *** ***  0.00T***** ***** ***** **
725645 24022 200501042056 150  26 ***  48 BKN * * * 10.0 ** ** ** ** ** ** ** ** *   17    8 1012.7 29.84  771.4 *** ***  0.00 ***** *****  0.00T**
725645 24022 200501042156 150  24  31 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   16    7 1013.2 29.84  771.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501042256 150  24  29  20 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   11    3 1016.4 29.88  772.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501042356 140  17 ***  20 OVC * * *  3.0 ** ** ** ** 71 ** ** ** *   10    4 1016.7 29.89  772.8  19   9  0.00T 0.00T***** ***** **
725645 24022 200501050056 100  10 ***  31 OVC * * *  2.5 ** ** ** ** 71 ** ** ** *    7    2 1018.5 29.91  773.3 *** ***  0.00T***** ***** ***** **
725645 24022 200501050156 110   9 ***  33 OVC * * *  3.0 ** ** ** ** 71 10 ** ** *    5    1 1019.5 29.91  773.3 *** ***  0.00T***** ***** ***** **
725645 24022 200501050256 110   9 ***  48 OVC * * *  6.0 ** ** ** ** 71 ** ** ** *    4   -1 1019.7 29.91  773.3 *** ***  0.00T***** *****  0.00T**
725645 24022 200501050356 140  17 ***  60 OVC * * *  3.0 ** ** ** ** 71 ** ** ** *    4   -2 1019.3 29.90  773.0 *** ***  0.00T***** ***** ***** **
725645 24022 200501050456 150  20 ***  21 OVC * * *  2.0 ** ** ** ** 71 10 ** ** *    3   -1 1019.5 29.89  772.8 *** ***  0.00T***** ***** ***** **
725645 24022 200501050556 150  22 ***  11 OVC * * *  1.3 ** ** ** ** 71 10 ** ** *    3   -1 1018.9 29.88  772.5  10   3  0.00T 0.00T***** ***** **
725645 24022 200501050656 150  22 ***  36 OVC * * *  4.0 ** ** ** ** 71 ** ** ** *    2   -4 1019.4 29.87  772.2  32   2  0.00T***** ***** ***** **
725645 24022 200501050659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  32 *** ***** *****  0.00T***** **
725645 24022 200501050756 150  23 ***  34 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    2   -5 1018.3 29.85  771.7 *** ***  0.00T***** ***** ***** **
725645 24022 200501050856 160  15 ***  32 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    2   -5 1017.6 29.83  771.1 *** ***  0.00 ***** *****  0.00T**
725645 24022 200501050956 160  18 ***  30 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    3   -5 1017.6 29.83  771.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501051056 180  15 ***  32 BKN * * * 10.0 ** ** ** ** ** ** ** ** *    2   -5 1017.8 29.81  770.6 *** ***  0.00 ***** ***** ***** **
725645 24022 200501051156 160  15 ***  25 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    1   -5 1018.4 29.81  770.6   4   1  0.00  0.00T***** ***** **
725645 24022 200501051256 160  16 ***  25 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    2   -3 1019.4 29.83  771.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501051356 170  13 ***  23 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    1   -4 1020.3 29.84  771.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501051456 170  14 ***  23 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    2   -3 1020.4 29.84  771.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501051556 160  16 ***  23 OVC * * *  7.0 ** ** ** ** ** ** ** ** *    4   -1 1020.9 29.86  772.0 *** ***  0.00 ***** ***** ***** **
725645 24022 200501051656 170  13 ***  50 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    6    1 1020.9 29.87  772.2 *** ***  0.00T***** ***** ***** **
725645 24022 200501051756 180   9 ***  45 OVC * * *  4.0 ** ** ** ** 71 ** ** ** *    7    2 1020.7 29.87  772.2   7   0  0.00T 0.00T***** ***** **
725645 24022 200501051856 ***   0 ***  49 OVC * * *  3.0 ** ** ** ** 71 ** ** ** *    8    2 1020.0 29.85  771.7 *** ***  0.00T***** ***** ***** **
725645 24022 200501051956 330   8 ***  49 OVC * * *  5.0 ** ** ** ** 71 ** ** ** *   10    4 1019.2 29.84  771.4 *** ***  0.00T***** ***** ***** **
725645 24022 200501052056 350   7 ***  47 OVC * * *  9.1 ** ** ** ** ** ** ** ** *   10    4 1019.3 29.84  771.4 *** ***  0.00T***** *****  0.00T**
725645 24022 200501052156 350   7 ***  41 *** * * * 10.0 ** ** ** ** ** ** ** ** *    9    3 1019.4 29.84  771.4 *** ***  0.00T***** ***** ***** **
725645 24022 200501052256 360   6 ***  50 OVC * * * 10.0 ** ** ** ** ** ** ** ** *    7    2 1019.6 29.84  771.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501052356 020   5 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *    4    0 1020.7 29.85  771.7  11   4  0.00  0.00T***** ***** **
725645 24022 200501060056 080   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    2   -1 1021.0 29.84  771.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060156 100   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    1   -2 1021.3 29.85  771.7 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    0   -3 1022.1 29.87  772.2 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060356 120   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    0   -3 1021.5 29.86  772.0 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060456 110   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    3   -1 1019.9 29.85  771.7 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    9    3 1018.2 29.83  771.1   9  -2  0.00 ***** ***** ***** **
725645 24022 200501060656 230  18 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   16    9 1015.9 29.80  770.3  16  -2  0.00 ***** ***** ***** **
725645 24022 200501060659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  17  -2 ***** *****  0.00T***** **
725645 24022 200501060756 230  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19   10 1013.8 29.77  769.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060856 220  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    9 1013.7 29.77  769.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501060956 220  13  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    9 1013.7 29.76  769.2 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061056 240  20  34 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   20    8 1012.6 29.73  768.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061156 240  21 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   19    8 1012.2 29.70  767.6  21   8  0.00 ***** ***** ***** **
725645 24022 200501061256 230  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   20    7 1012.9 29.71  767.9 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061356 210  17  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    8 1012.4 29.69  767.3 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061456 200  16 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    8 1012.9 29.69  767.3 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061556 220  24  33 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   21    8 1010.8 29.65  766.2 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061656 220  28  33 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   24    9 1009.2 29.64  766.0 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061756 260  23  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   25   10 1008.1 29.64  766.0  25  16  0.00 ***** ***** ***** **
725645 24022 200501061856 270  22  31 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   26   10 1005.4 29.60  764.9 *** ***  0.00 ***** ***** ***** **
725645 24022 200501061956 270  31  34 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   26    9 1003.5 29.57  764.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501062056 260  28  33 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   26    8 1003.1 29.56  763.8 *** ***  0.00 ***** ***** ***** **
725645 24022 200501062156 260  28  32 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   24    6 1003.8 29.57  764.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501062256 260  25  34 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   22    7 1003.9 29.56  763.8 *** ***  0.00 ***** ***** ***** **
725645 24022 200501062356 270  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   20    6 1004.2 29.56  763.8  26  20  0.00 ***** ***** ***** **
725645 24022 200501070056 260  22  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    6 1004.7 29.56  763.8 *** ***  0.00 ***** ***** ***** **
725645 24022 200501070156 260  21  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    5 1005.4 29.57  764.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501070256 270  22 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   18    5 1005.5 29.57  764.1 *** ***  0.00 ***** ***** ***** **
725645 24022 200501070356 280  16 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   17    5 1005.8 29.59  764.6 *** ***  0.00 ***** ***** ***** **
725645 24022 200501070456 270  13 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   15    3 1006.3 29.62  765.4 *** ***  0.00 ***** ***** ***** **
725645 24022 200501070556 250   8 ***  55 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   12    2 1007.4 29.64  766.0  20  11  0.00 ***** ***** ***** **
725645 24022 200501070656 360   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   10    3 1008.2 29.65  766.2  26  10  0.00 ***** ***** ***** **
725645 24022 200501070659 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  26 *** ***** *****  0.00 ***** **
725645 24022 200501070756 350   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    8    1 1008.9 29.66  766.5 *** ***  0.00 ***** ***** ***** **
725645 24022 200501070856 360   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *    7    0 1009.3 29.67  766.8 *** ***  0.00 ***** ***** ***** **
